bulletinFamily,description,modified,id,published,href,title,type,cvss,enchantments
NVD,"Possible CRLF injection allowing HTTP response splitting attacks for sites which use mod_userdir. This issue was mitigated by changes made in 2.4.25 and 2.2.32 which prohibit CR or LF injection into the ""Location"" or other outbound header key or value. Fixed in Apache HTTP Server 2.4.25 (Affected 2.4.1-2.4.23). Fixed in Apache HTTP Server 2.2.32 (Affected 2.2.0-2.2.31).",2019-02-07T11:29:00,CVE-2016-4975,2018-08-14T12:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-4975,CVE-2016-4975,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"Apache httpd allows remote attackers to read secret data from process memory if the Limit directive can be set in a user's .htaccess file, or if httpd.conf has certain misconfigurations, aka Optionsbleed. This affects the Apache HTTP Server through 2.2.34 and 2.4.x through 2.4.27. The attacker sends an unauthenticated OPTIONS HTTP request when attempting to read secret data. This is a use-after-free issue and thus secret data is not always sent, and the specific data depends on many factors including configuration. Exploitation with .htaccess can be blocked with a patch to the ap_limit_section function in server/core.c.",2019-04-23T19:31:00,CVE-2017-9798,2017-09-18T15:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9798,CVE-2017-9798,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache httpd before 2.2.34 and 2.4.x before 2.4.27, the value placeholder in [Proxy-]Authorization headers of type 'Digest' was not initialized or reset before or between successive key=value assignments by mod_auth_digest. Providing an initial key with no '=' assignment could reflect the stale value of uninitialized pool memory used by the prior request, leading to leakage of potentially confidential information, and a segfault in other cases resulting in denial of service.",2019-08-15T09:15:00,CVE-2017-9788,2017-07-13T16:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-9788,CVE-2017-9788,cve,"{'score': 6.4, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2018-04-25T01:29:00,CVE-2016-8743,2017-07-27T21:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8743,CVE-2016-8743,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache HTTP Server 2.4.18-2.4.39, using fuzzed network input, the http/2 session handling could be made to read memory after being freed, during connection shutdown.",2019-09-27T15:53:00,CVE-2019-10082,2019-09-26T16:15:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10082,CVE-2019-10082,cve,"{'score': 6.4, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache HTTP Server 2.4 releases 2.4.17 to 2.4.38, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute arbitrary code with the privileges of the parent process (usually root) by manipulating the scoreboard. Non-Unix systems are not affected.",2019-06-11T22:29:00,CVE-2019-0211,2019-04-08T22:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-0211,CVE-2019-0211,cve,"{'score': 7.2, 'vector': 'AV:L/AC:L/Au:N/C:C/I:C/A:C'}",{'vulnersScore': 'PENDING'}
NVD,"A vulnerability was found in Apache HTTP Server 2.4.34 to 2.4.38. When HTTP/2 was enabled for a http: host or H2Upgrade was enabled for h2 on a https: host, an Upgrade request from http/1.1 to http/2 that was not the first request on a connection could lead to a misconfiguration and crash. Server that never enabled the h2 protocol or that only enabled it for https: and did not set ""H2Upgrade on"" are unaffected by this issue.",2019-06-17T19:15:00,CVE-2019-0197,2019-06-11T22:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-0197,CVE-2019-0197,cve,"{'score': 4.9, 'vector': 'AV:N/AC:M/Au:S/C:N/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"A vulnerability was found in Apache HTTP Server 2.4.17 to 2.4.38. Using fuzzed network input, the http/2 request handling could be made to access freed memory in string comparison when determining the method of a request and thus process the request incorrectly.",2019-06-17T19:15:00,CVE-2019-0196,2019-06-11T22:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-0196,CVE-2019-0196,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache httpd 2.2.x before 2.2.33 and 2.4.x before 2.4.26, use of the ap_get_basic_auth_pw() by third-party modules outside of the authentication phase may lead to authentication requirements being bypassed.",2019-02-07T11:29:00,CVE-2017-3167,2017-06-20T01:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-3167,CVE-2017-3167,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache httpd 2.2.x before 2.2.33 and 2.4.x before 2.4.26, mod_ssl may dereference a NULL pointer when third-party modules call ap_hook_process_connection() during an HTTP request to an HTTPS port.",2019-02-07T11:29:00,CVE-2017-3169,2017-06-20T01:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-3169,CVE-2017-3169,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The HTTP strict parsing changes added in Apache httpd 2.2.32 and 2.4.24 introduced a bug in token list parsing, which allows ap_find_token() to search past the end of its input string. By maliciously crafting a sequence of request headers, an attacker may be able to cause a segmentation fault, or to force ap_find_token() to return an incorrect value.",2019-02-07T11:29:00,CVE-2017-7668,2017-06-20T01:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-7668,CVE-2017-7668,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache HTTP Server 2.4.17 to 2.4.34, by sending continuous, large SETTINGS frames a client can occupy a connection, server thread and CPU time without any connection timeout coming to effect. This affects only HTTP/2 connections. A possible mitigation is to not enable the h2 protocol.",2019-06-11T22:29:00,CVE-2018-11763,2018-09-25T21:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-11763,CVE-2018-11763,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"By specially crafting HTTP/2 requests, workers would be allocated 60 seconds longer than necessary, leading to worker exhaustion and a denial of service. Fixed in Apache HTTP Server 2.4.34 (Affected 2.4.18-2.4.30,2.4.33).",2019-10-03T00:03:00,CVE-2018-1333,2018-06-18T18:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-1333,CVE-2018-1333,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The mod_http2 module in the Apache HTTP Server 2.4.17 through 2.4.23, when the Protocols configuration includes h2 or h2c, does not restrict request-header length, which allows remote attackers to cause a denial of service (memory consumption) via crafted CONTINUATION frames in an HTTP/2 request.",2018-04-25T01:29:00,CVE-2016-8740,2016-12-05T19:59:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8740,CVE-2016-8740,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The mod_cgid module in the Apache HTTP Server before 2.4.10 does not have a timeout mechanism, which allows remote attackers to cause a denial of service (process hang) via a request to a CGI script that does not read from its stdin file descriptor.",2018-10-30T16:25:00,CVE-2014-0231,2014-07-20T11:12:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0231,CVE-2014-0231,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The Apache HTTP Server 2.4.18 through 2.4.20, when mod_http2 and mod_ssl are enabled, does not properly recognize the ""SSLVerifyClient require"" directive for HTTP/2 request authorization, which allows remote attackers to bypass intended access restrictions by leveraging the ability to send multiple requests over a single connection and aborting a renegotiation.",2018-06-03T01:29:00,CVE-2016-4979,2016-07-06T14:59:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-4979,CVE-2016-4979,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"The Apache HTTP Server 2.4.17 and 2.4.18, when mod_http2 is enabled, does not limit the number of simultaneous stream workers for a single HTTP/2 connection, which allows remote attackers to cause a denial of service (stream-processing outage) via modified flow-control windows.",2018-06-03T01:29:00,CVE-2016-1546,2016-07-06T14:59:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-1546,CVE-2016-1546,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache HTTP Server versions 2.4.0 to 2.4.23, malicious input to mod_auth_digest can cause the server to crash, and each instance continues to crash even for subsequently valid requests.",2018-04-25T01:29:00,CVE-2016-2161,2017-07-27T21:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-2161,CVE-2016-2161,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache HTTP Server versions 2.4.0 to 2.4.23, mod_session_crypto was encrypting its data/cookie using the configured ciphers with possibly either CBC or ECB modes of operation (AES256-CBC by default), hence no selectable or builtin authenticated encryption. This made it vulnerable to padding oracle attacks, particularly with CBC.",2018-04-25T01:29:00,CVE-2016-0736,2017-07-27T21:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-0736,CVE-2016-0736,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"HTTP/2 (2.4.20 through 2.4.39) very early pushes, for example configured with ""H2PushResource"", could lead to an overwrite of memory in the pushing request's pool, leading to crashes. The memory copied is that of the configured push link header values, not data supplied by the client.",2019-08-30T09:15:00,CVE-2019-10081,2019-08-15T22:15:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10081,CVE-2019-10081,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",2018-01-05T02:30:00,CVE-2015-3185,2015-07-20T23:59:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-3185,CVE-2015-3185,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"mod_lua.c in the mod_lua module in the Apache HTTP Server 2.3.x and 2.4.x through 2.4.10 does not support an httpd configuration in which the same Lua authorization provider is used with different arguments within different contexts, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging multiple Require directives, as demonstrated by a configuration that specifies authorization for one group to access a certain directory, and authorization for a second group to access a second directory.",2016-12-31T02:59:00,CVE-2014-8109,2014-12-29T23:59:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-8109,CVE-2014-8109,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,The log_cookie function in mod_log_config.c in the mod_log_config module in the Apache HTTP Server before 2.4.8 allows remote attackers to cause a denial of service (segmentation fault and daemon crash) via a crafted cookie that is not properly handled during truncation.,2018-10-09T19:35:00,CVE-2014-0098,2014-03-18T05:18:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0098,CVE-2014-0098,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The dav_xml_get_cdata function in main/util.c in the mod_dav module in the Apache HTTP Server before 2.4.8 does not properly remove whitespace characters from CDATA sections, which allows remote attackers to cause a denial of service (daemon crash) via a crafted DAV WRITE request.",2018-10-09T19:34:00,CVE-2013-6438,2014-03-18T05:18:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-6438,CVE-2013-6438,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Memory leak in the winnt_accept function in server/mpm/winnt/child.c in the WinNT MPM in the Apache HTTP Server 2.4.x before 2.4.10 on Windows, when the default AcceptFilter is enabled, allows remote attackers to cause a denial of service (memory consumption) via crafted requests.",2018-01-05T02:29:00,CVE-2014-3523,2014-07-20T11:12:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-3523,CVE-2014-3523,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c.",2017-12-09T02:29:00,CVE-2014-0226,2014-07-20T11:12:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0226,CVE-2014-0226,cve,"{'score': 6.8, 'vector': 'AV:N/AC:M/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The deflate_in_filter function in mod_deflate.c in the mod_deflate module in the Apache HTTP Server before 2.4.10, when request body decompression is enabled, allows remote attackers to cause a denial of service (resource consumption) via crafted request data that decompresses to a much larger size.",2017-12-09T02:29:00,CVE-2014-0118,2014-07-20T11:12:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0118,CVE-2014-0118,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The mod_proxy module in the Apache HTTP Server 2.4.x before 2.4.10, when a reverse proxy is enabled, allows remote attackers to cause a denial of service (child-process crash) via a crafted HTTP Connection header.
Per vendor advisory http://httpd.apache.org/security/vulnerabilities_24.html
""A flaw was found in mod_proxy in httpd versions 2.4.6 to 2.4.9.""",2019-08-15T09:15:00,CVE-2014-0117,2014-07-20T11:12:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0117,CVE-2014-0117,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"An issue was discovered in mod_alias_physical_handler in mod_alias.c in lighttpd before 1.4.50. There is potential ../ path traversal of a single directory above an alias target, with a specific mod_alias configuration where the matched alias lacks a trailing '/' character, but the alias target filesystem path does have a trailing '/' character.",2019-02-01T14:22:00,CVE-2018-19052,2018-11-07T05:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-19052,CVE-2018-19052,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"The cache_invalidate function in modules/cache/cache_storage.c in the mod_cache module in the Apache HTTP Server 2.4.6, when a caching forward proxy is enabled, allows remote HTTP servers to cause a denial of service (NULL pointer dereference and daemon crash) via vectors that trigger a missing hostname value.
<a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>",2019-08-15T09:15:00,CVE-2013-4352,2014-07-20T11:12:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4352,CVE-2013-4352,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"In Apache HTTP Server 2.4.32-2.4.39, when mod_remoteip was configured to use a trusted intermediary proxy server using the ""PROXY"" protocol, a specially crafted PROXY header could trigger a stack buffer overflow or NULL pointer deference. This vulnerability could only be triggered by a trusted proxy and not by untrusted HTTP clients.",2019-09-27T18:15:00,CVE-2019-10097,2019-09-26T16:15:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10097,CVE-2019-10097,cve,"{'score': 6.0, 'vector': 'AV:N/AC:M/Au:S/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Unspecified vulnerability in Microsoft IIS 6.0, 7.0, and 7.5, when Extended Protection for Authentication is enabled, allows remote authenticated users to execute arbitrary code via unknown vectors related to ""token checking"" that trigger memory corruption, aka ""IIS Authentication Memory Corruption Vulnerability.""
Per: http://www.microsoft.com/technet/security/bulletin/ms10-040.mspx

'Mitigating Factors for IIS Authentication Memory Corruption Vulnerability - CVE-2010-1256

Without the installation of KB973917 on Windows Server 2003, Windows Vista, and Windows Server 2008, systems will not have the Extended Protection for Authentication feature and will not be vulnerable.

Extended Protection for Authentication is not enabled by default on any affected platform, even when a system has installed KB973917. Systems are only affected when this feature is enabled.'",2019-07-03T17:25:00,CVE-2010-1256,2010-06-08T20:30:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2010-1256,CVE-2010-1256,cve,"{'score': 8.5, 'vector': 'AV:N/AC:M/Au:S/C:C/I:C/A:C'}",{'vulnersScore': 'PENDING'}
NVD,"Stack consumption vulnerability in the ASP implementation in Microsoft Internet Information Services (IIS) 5.1, 6.0, 7.0, and 7.5 allows remote attackers to cause a denial of service (daemon outage) via a crafted request, related to asp.dll, aka ""IIS Repeated Parameter Request Denial of Service Vulnerability.""
Per: http://www.microsoft.com/technet/security/Bulletin/MS10-065.mspx

'ASP pages are prohibited by default on IIS 6.0.  - The vulnerability is only exploitable when the ASP script writes parameters from the request in the response.'",2019-07-03T17:25:00,CVE-2010-1899,2010-09-15T19:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2010-1899,CVE-2010-1899,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"mod_session_dbd.c in the mod_session_dbd module in the Apache HTTP Server before 2.4.5 proceeds with save operations for a session without considering the dirty flag and the requirement for a new session ID, which has unspecified impact and remote attack vectors.",2017-01-07T02:59:00,CVE-2013-2249,2013-07-23T17:20:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-2249,CVE-2013-2249,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Multiple cross-site scripting (XSS) vulnerabilities in the Apache HTTP Server 2.2.x before 2.2.24-dev and 2.4.x before 2.4.4 allow remote attackers to inject arbitrary web script or HTML via vectors involving hostnames and URIs in the (1) mod_imagemap, (2) mod_info, (3) mod_ldap, (4) mod_proxy_ftp, and (5) mod_status modules.",2017-09-19T01:35:00,CVE-2012-3499,2013-02-26T16:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-3499,CVE-2012-3499,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,Multiple cross-site scripting (XSS) vulnerabilities in the balancer_handler function in the manager interface in mod_proxy_balancer.c in the mod_proxy_balancer module in the Apache HTTP Server 2.2.x before 2.2.24-dev and 2.4.x before 2.4.4 allow remote attackers to inject arbitrary web script or HTML via a crafted string.,2017-09-19T01:35:00,CVE-2012-4558,2013-02-26T16:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-4558,CVE-2012-4558,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"mod_dav.c in the Apache HTTP Server before 2.2.25 does not properly determine whether DAV is enabled for a URI, which allows remote attackers to cause a denial of service (segmentation fault) via a MERGE request in which the URI is configured for handling by the mod_dav_svn module, but a certain href attribute in XML data refers to a non-DAV URI.",2017-09-19T01:36:00,CVE-2013-1896,2013-07-10T20:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-1896,CVE-2013-1896,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"mod_rewrite.c in the mod_rewrite module in the Apache HTTP Server 2.2.x before 2.2.25 writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to execute arbitrary commands via an HTTP request containing an escape sequence for a terminal emulator.",2017-09-19T01:36:00,CVE-2013-1862,2013-06-10T17:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-1862,CVE-2013-1862,cve,"{'score': 5.1, 'vector': 'AV:N/AC:H/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
